,0
0,0.23613694
1,0.28707182
2,0.32498857
3,0.31487027
4,0.20461427
5,0.22327429
6,0.23204783
7,0.37734976
8,0.2123842
9,0.2065424
10,0.4457551
11,0.29194158
12,0.23519242
13,0.25379023
14,0.23565233
15,0.42463177
16,0.34472275
17,0.49120212
18,0.21076433
19,0.22546941
20,0.23974626
21,0.3733735
22,0.29907012
23,0.22553149
24,0.3514734
25,0.3586061
26,0.35132772
27,0.33267963
28,0.19581667
29,0.22857234
30,0.21295965
31,0.34621274
32,0.19131905
33,0.3453617
34,0.27896726
35,0.30068988
36,0.1886187
37,0.34881884
38,0.25607908
39,0.36987394
40,0.40117532
41,0.2729316
42,0.32024783
43,0.2939459
44,0.4040414
45,0.29765493
46,0.21210842
47,0.25909126
48,0.29425877
49,0.31242746
50,0.37697917
51,0.23850718
52,0.28749606
53,0.25224984
54,0.44590056
55,0.16960749
56,0.20499936
57,0.20350847
58,0.20764774
59,0.3196237
60,0.36162698
61,0.27051675
62,0.17778364
63,0.32377926
64,0.20198733
65,0.16273189
66,0.34530962
67,0.3367527
68,0.29258496
69,0.23735917
70,0.21099958
71,0.37083423
72,0.27513948
73,0.23160006
74,0.37717104
75,0.24317555
76,0.23123953
77,0.38600737
78,0.3990403
79,0.3307433
80,0.4594978
81,0.15852872
82,0.40931088
83,0.24473554
84,0.3953941
85,0.19265178
86,0.26130491
87,0.18106845
88,0.33874255
89,0.20189372
90,0.23132357
91,0.30606365
92,0.22382602
93,0.2902741
94,0.34700722
95,0.38504368
96,0.24012594
97,0.3661682
98,0.25001454
99,0.2640029
100,0.31915495
101,0.2511443
102,0.22483338
103,0.21738854
104,0.29185602
105,0.25134706
106,0.3512084
107,0.28585315
108,0.23609868
109,0.33590525
110,0.21314475
111,0.24556533
112,0.3065185
113,0.44062167
114,0.26985088
115,0.32712626
116,0.30129313
117,0.24901517
118,0.3182701
119,0.18308666
120,0.30302542
121,0.34788474
122,0.31984612
123,0.28858474
124,0.3082418
125,0.33460212
126,0.3631726
127,0.31736755
128,0.32665503
129,0.22535387
130,0.2278449
131,0.24714674
132,0.21210897
133,0.3177832
134,0.22169825
135,0.2399356
136,0.28660974
137,0.3023014
138,0.19351089
139,0.38599277
140,0.23526433
141,0.2371133
142,0.21150476
143,0.35048884
144,0.25926438
145,0.28377718
146,0.26860797
147,0.2560672
148,0.2552619
149,0.22497939
150,0.40869862
151,0.29756048
152,0.30481267
153,0.18641669
154,0.37668562
155,0.3325182
156,0.34486282
157,0.21091998
158,0.26253325
159,0.20131156
160,0.21527368
161,0.29234356
162,0.3757606
163,0.2630803
164,0.38716477
165,0.25486365
166,0.25668192
167,0.3746767
168,0.2896167
169,0.30580646
170,0.40262058
171,0.27277488
